Strain,TG Control,Chol Control,HDL Control,UC Control,FFA Control,Glucose Control,Fibrosis Control,TG ISO,Chol ISO,HDL ISO,UC ISO,FFA ISO,Glucose ISO,Fibrosis ISO,Death ISO,TH Ctrl,LV Ctrl,RV Ctrl,LA Ctrl,RA Ctrl,Lung Ctrl,Liver Ctrl,Adrenal Ctrl,TH ISO,LV ISO,RV ISO,LA ISO,RA ISO,Lung ISO,Liver ISO,Adrenal ISO,wTH Ctrl,wLV Ctrl,wRV Ctrl,wLA Ctrl,wRA Ctrl,wLung Ctrl,wLiver Ctrl,wAdrenal Ctrl,wTH ISO,wLV ISO,wRV ISO,wLA ISO,wRA ISO,wLung ISO,wLiver ISO,wAdrenal ISO,Heart Rate Day 0,IVSd Day 0,LVIDd Day 0,PWd Day 0,IVSs Day 0,LVIDs Day 0,PWs Day 0,ET Day 0,E day 0,A day 0,E/A day 0,A/E day 0,FS day 0,IVS/PWd day 0,IVS/PWs day 0,RWTd day 0,PWTH day 0,Vold day 0,Vols day 0,EF day 0,LVM day 0,LVMc day 0,Vcf day 0,MSNER day 0,Heart Rate Day 7,IVSd Day 7,LVIDd Day 7,PWd Day 7,IVSs Day 7,LVIDs Day 7,PWs Day 7,ET Day 7,E day 7,A day 7,E/A day 7,A/E day 7,FS day 7,IVS/PWd day 7,IVS/PWs day 7,RWTd day 7,PWTH day 7,Vold day 7,Vols day 7,EF day 7,LVM day 7,LVMc day 7,Vcf day 7,MSNER day 7,Heart Rate Day 14,IVSd Day 14,LVIDd Day 14,PWd Day 14,IVSs Day 14,LVIDs Day 14,PWs Day 14,ET Day 14,E day 14,A day 14,E/A day 14,A/E day 14,FS day 14,IVS/PWd day 14,IVS/PWs day 14,RWTd day 14,PWTH day 14,Vold day 14,Vols day 14,EF day 14,LVM day 14,LVMc day 14,Vcf day 14,MSNER day 14,Heart Rate Day 21,IVSd Day 21,LVIDd Day 21,PWd Day 21,IVSs Day 21,LVIDs Day 21,PWs Day 21,ET Day 21,E day 21,A day 21,E/A day 21,A/E day 21,FS day 21,IVS/PWd day 21,IVS/PWs day 21,RWTd day 21,PWTH day 21,Vold day 21,Vols day 21,EF day 21,LVM day 21,LVMc day 21,Vcf day 21,MSNER day 21
BXD45,98,65,,14,35,182,0.028902135,17,82,56,18,16,123,0.020092832,0.333333333,0.096533333,0.0672,0.012033333,0.002333333,0.002566667,0.124466667,0.836433333,0.0098,0.1312,0.09435,0.01365,0.0046,0.0023,0.1391,0.9768,0.00885,0.005037608,0.003507367,0.00063034,0.000120951,0.000134604,0.006492046,0.043524525,0.000511362,0.006862272,0.004932132,0.000706074,0.000241728,0.000120776,0.007274038,0.051027273,0.000462231,497.8,0.724,3.664,0.77,1.09,2.306,1.04,51.95,1342.6,914.51,1.513,0.696,37.137,0.954,1.058,0.418,36.364,56.821,18.278,67.74,92.409,73.928,0.714,1.304,552.5,0.87,3.795,0.845,1.205,2.125,1.25,49.125,1305.75,892.055,1.495,0.68,44.15,1.035,0.98,0.4525,48.825,62.2,15.5075,75.645,117.6425,94.1125,0.905,1.55,609.5,0.895,3.705,0.955,1.175,2.145,1.34,43.25,1877.56,1485.96,1.4075,0.7825,42.115,0.9325,0.88,0.5175,40.1975,58.3475,15.3375,73.8475,127.305,101.84,0.985,1.73,600,1,3.81,0.95,1.35,2.195,1.455,45.435,1403.205,1043.49,1.4625,0.77,42.3175,1.0525,0.9275,0.5,53.665,62.2775,16.1475,73.935,142.325,113.86,0.935,1.63
BXD48,55,102,63,18,23,217,,24,100,76,22,21,161,,0,0.0955,0.065,0.01085,0.00205,0.0022,0.1155,0.8465,0.0087,0.1315,0.090175,0.01505,0.004275,0.00355,0.147,0.989,0.010475,0.004852382,0.003305364,0.000543949,0.000104777,0.000110812,0.005858261,0.043127833,0.000447492,0.006090433,0.004174219,0.00069732,0.000199711,0.000164206,0.006804312,0.045773823,0.000485795,523.3333333,0.765,3.54,0.781666667,1.156666667,2.2,1.028333333,49.58333333,1535.813333,1021.273333,1.549166667,0.665833333,37.87166667,0.989166667,1.134166667,0.4425,33.16333333,52.41,16.60333333,68.57833333,91.20083333,72.95833333,0.765,1.386666667,636.75,1.08,3.705,0.9125,1.6425,1.93,1.305,42.75,2151.085,1488.2625,1.45,0.69,47.95625,1.18625,1.2725,0.4925,43.1675,58.49875,11.89125,79.8775,141.99875,113.5975,1.1225,1.87,611,0.8775,3.825,0.895,1.5575,1.8525,1.33,40.25,1618.9475,1044.47,1.555,0.675,51.64,0.98875,1.18125,0.47125,49.5475,63.31375,10.7075,83.29125,125.3525,100.2825,1.285,2.0775,624.25,0.88,3.7475,1.0025,1.5775,1.895,1.355,42.25,1736.32,1105.77,1.5875,0.6325,49.54083333,0.888333333,1.166666667,0.537083333,37.73416667,60.21875,11.38083333,81.34166667,131.6575,105.32625,1.185,1.945
BXD49,46,97,63,18,22,252,,11,58,49,13,16,145,,0,0.093766667,0.069466667,0.013066667,0.002366667,0.0016,0.144733333,1.110866667,0.007033333,0.124666667,0.0876,0.016,0.003966667,0.002866667,0.167166667,1.139333333,0.0076,0.004315873,0.003196818,0.000601771,0.000108703,0.0000738,0.006661078,0.051052675,0.000322921,0.005432554,0.003816805,0.000699335,0.000174158,0.000124341,0.007270288,0.049656963,0.000331892,467,0.728333333,4.04,0.685,1.11,2.616666667,0.976666667,56.02166667,1311.185,987.0433333,1.755833333,0.709166667,35.40583333,1.076111111,1.147083333,0.341944445,43.355,72.02041667,25.58958333,64.99611111,101.2983333,81.03916667,0.631666667,1.16,613,0.893333333,4.34,0.79,1.54,2.42,1.183333333,46.25,1941.236667,2003.136667,1.041666667,1.056666667,44.15333333,1.155,1.301666667,0.361666667,52.95,85.015,20.60333333,75.59333333,143.5433333,114.835,0.956666667,1.633333333,569.6666667,0.836666667,4.126666667,0.76,1.29,2.343333333,1.15,46.75,1881.796667,1596.77,1.2,0.846666667,43.41833333,1.106666667,1.125,0.37,52,75.45333333,19.56,74.62,124.0816667,99.265,0.94,1.616666667,596.6666667,0.86,3.956666667,0.863333333,1.246666667,2.273333333,1.23,44.25,2081.316667,1507.736667,1.418333333,0.728333333,42.78722222,1,1.036111111,0.444444444,43.47666667,69.065,18.23166667,74.22444444,126.2627778,101.0094444,0.973333333,1.686666667
BXD-5/TyJ,,,,,,,0.006215307,,,,,,,0.04689936,0,0.089,0.063,0.0088,0.0025,0.0018,0.1,0.91,0.013,0.108,0.076,0.008,0.0041,0.0034,0.115,1.1,0.011,0.004784946,0.003387097,0.000473118,0.000134409,0.0000968,0.005376344,0.048924731,0.000698925,0.005320197,0.003743842,0.000394089,0.00020197,0.000167488,0.005665025,0.054187192,0.000541872,530,0.825,3.47,0.685,1.165,2.11,1.005,47.875,1199.885,816.94,1.475,0.6825,39.055,1.2175,1.15,0.3925,48.3425,49.6875,14.6475,70.5125,85.99,68.7975,0.815,1.47,639,1.01,3.55,0.85,1.39,2.16,1.12,40,1802.54,1715.88,1.05,0.95,39.23,1.19,1.24,0.48,32.26,52.8,15.47,70.7,119.47,95.58,0.98,1.77,486,0.85,3.86,1.01,1.09,2.32,1.42,57,1709.46,1615.24,1.06,0.94,39.72,0.84,0.77,0.52,40.54,64.13,18.6,70.99,135.8,108.64,0.7,1.25,583,0.93,3.38,0.9,1.39,1.82,1.11,41.25,747.77,602.37,1.24,0.81,46.03,1.03,1.255,0.535,23.16,46.725,10.03,78.235,108.02,86.415,1.12,1.9
BXD50,13.5,86.5,59.5,13.5,26.5,180.5,0.006744166,10,72.5,48.5,16.5,23.5,193,0.021344828,0.2,0.083775,0.057675,0.012325,0.001875,0.001766667,0.098,0.73875,0.009225,0.118125,0.086775,0.012275,0.002,0.002075,0.104675,0.719,0.007175,0.004856336,0.003339935,0.000714563,0.000108326,0.000101894,0.005694159,0.04298445,0.000527651,0.00673954,0.004951404,0.000700442,0.000113949,0.000118489,0.005971627,0.041004563,0.000409564,458.25,0.72,3.815,0.5775,0.9875,2.5375,0.865,49.3125,1393.4025,951.695,1.465,0.7,33.54166667,1.252083333,1.152083333,0.305416667,50.49083333,62.61708333,23.39458333,62.71916667,82.35166667,65.88125,0.6825,1.2775,552.5,0.855,3.905,0.77,1.41,2.09,1.22,46.125,1738.465,1317.47,1.3625,0.765,46.59666667,1.114166667,1.1775,0.394166667,59.21083334,66.36166667,14.59666667,78.29416667,114.7841667,91.8275,1.015,1.705,574.5,0.88,4.01,0.795,1.44,2.16,1.245,38.25,1412.515,751.375,1.895,0.53,46.27,1.11,1.16,0.3975,56.79916667,70.45916667,15.99833334,77.58833334,124.8533334,99.885,1.22,2.045,590.5,0.955,3.485,0.83,1.52,1.61,1.33,38,1321.375,1117.685,1.24,0.88,54.38333334,1.15,1.145833334,0.4775,61.0875,50.62916667,8.015,84.9925,110.2116667,88.16833334,1.46,2.27
BXD55,76,70,47,10,28,156,0.010851809,20,80,66,14,18,117,0.059660185,0.2,0.1025,0.07215,0.0134,0.00285,0.00215,0.13575,0.9625,0.00835,0.12335,0.092125,0.01505,0.00295,0.00185,0.15075,0.898,0.0058,0.005329485,0.003754543,0.000686677,0.00014797,0.000112224,0.007076396,0.050192177,0.000437662,0.006200487,0.004629903,0.000757638,0.000148715,9.36E-05,0.007596129,0.045127788,0.000291877,465.3333333,0.695,3.933333333,0.696666667,1.023333333,2.575,0.878333333,53.47833333,1730.368333,1174.386667,1.515,0.688333333,34.58583333,0.994722222,1.186666667,0.353333333,25.25916667,67.40833333,24.32416667,64.07527778,94.80722222,75.84833333,0.645,1.198333333,543.5,0.8325,3.7,0.7475,1.2425,2.13,1.14,48.1875,1713.1975,1526.0825,1.47375,0.8125,42.67666667,1.1225,1.085416667,0.405416667,54.03291667,58.46916667,15.56333333,73.99666667,101.80875,81.445,0.9025,1.56,518.5,0.8025,3.9625,0.8,1.3775,2.1825,1.0975,54.0925,1541.9275,1124.1225,1.66875,0.69125,44.90875,0.9975,1.29,0.40625,36.86375,68.62125,15.91375,76.71375,116.25125,93,0.8725,1.4925,537.25,0.89,3.7225,0.7125,1.295,1.98,1.22,48.6875,1661.4625,1476.19,1.19125,0.90375,47.24625,1.2875,1.06875,0.39375,74.03625,60.215,13.2275,78.95125,105.18375,84.1475,0.97,1.625
BXD56,,,,,,,,,,,,,,,0.75,0.129333333,0.098,0.016033333,0.003,0.002566667,0.137666667,1.273333333,0.0103,0.179,0.12,0.0147,0.0108,0.0068,0.192,1.45,0.012,0.005818707,0.004412073,0.000721038,0.000135229,0.000115369,0.006186913,0.057226943,0.000462219,0.006679104,0.004477612,0.000548507,0.000402985,0.000253731,0.007164179,0.054104478,0.000447761,566,0.7925,3.98,0.835,1.2125,2.5675,1.11,47.8125,1863.7475,1052.725,2.155,0.54625,35.63625,0.95875,1.11625,0.41875,32.555,69.54625,24.3425,65.365,119.7425,95.7925,0.745,1.3675,853,1.07,3.48,1.08,1.38,2.13,1.35,32.75,1700.07,1961.62,0.87,1.15,38.8225,1,1.0275,0.625,24.61,50.24,15.225,70.035,143.6325,114.905,1.19,2.14,581,0.7,4.93,0.77,0.89,3.84,1.06,46,962.11,558.83,1.72,0.58,22.115,0.9,0.835,0.315,36.665,114.54,63.59,44.485,149.57,119.66,0.48,0.97,598,0.81,4.71,0.9,1.02,3.53,1.1,44,2039.04,701.96,2.9,0.34,25.06,0.9,0.923333333,0.383333333,22.04333333,102.6966667,51.87333333,49.51666667,168.3033333,134.6433333,0.57,1.13
BXD-6/TyJ,,,,,,,,,,,,,,,0,0.092,0.058,0.016,0.0019,0.001,0.125,0.84,0.012,0.127,0.094,0.0095,0.0033,0.002,0.14,0.97,0.0084,0.004200913,0.002648402,0.000730594,0.0000868,0.0000457,0.005707763,0.038356164,0.000547945,0.006076555,0.004497608,0.000454545,0.000157895,0.0000957,0.006698565,0.046411483,0.000401914,496,0.735,3.65,0.775,1.215,2.2,1,54.75,1935.025,920.55,2.5375,0.4625,49.58166667,0.993333334,1.23,0.41,47.73,61.13333334,12.07666667,80.97,98.87333334,79.09666667,0.9,1.48,494,0.63,4.07,0.63,0.98,2.35,1.2,47.5,609.76,248.16,2.46,0.41,42.28,1,0.82,0.31,91.3,73.12,19.16,73.8,88.16,70.53,0.89,1.55,558,0.77,4.24,0.71,1.15,2.41,1.18,48.75,1250.89,935.45,1.33,0.75,43.23,1.08,0.98,0.34,65.38,80.28,20.29,74.72,116.04,92.83,0.89,1.53,616,0.93,4.29,0.66,1.5,2,1.37,42.5,2153.3,840.81,2.56,0.39,53.5,1.42,1.1,0.31,108.33,82.75,12.66,84.7,130.27,104.22,1.26,1.99
BXD61,32,67,54,13,23,174,0.026174204,11,78,61,15,18,171,0.046876461,0.125,0.09955,0.075975,0.0128,0.002575,0.001475,0.114275,0.896,0.008825,0.1263,0.09012,0.01566,0.00236,0.00172,0.14048,0.90186,0.00748,0.004703743,0.003581153,0.000604448,0.000121404,0.000071,0.005394053,0.042263416,0.000416046,0.005731211,0.004089289,0.000709693,0.000106708,7.84E-05,0.006362457,0.040921487,0.000339893,434.8888889,0.66,4.02,0.665555556,0.958888889,2.79,0.9,55.25,1769.573333,724.8644444,2.703888889,0.408333333,30.86611111,1.006666667,1.084444444,0.333888889,34.78777778,71.35555556,30.24833333,58.615,92.61833333,74.09611111,0.573333333,1.087777778,614,0.838,3.992,0.784,1.302,2.424,1.136,43.9,2035.548,822.12,2.836,0.415,39.138,1.068,1.154,0.396,45.115,70.017,20.855,69.945,119.281,95.426,0.9,1.606,568.8,0.764,4.188,0.824,1.268,2.546,1.218,42.25,2111.044,1057.516,2.064,0.5,39.372,0.929,1.037,0.399,48.744,78.552,24.332,69.623,124.543,99.633,0.93,1.648,593.8,0.778,4.194,0.816,1.314,2.374,1.246,42.35,1737.82,1433.546,1.357,0.84,43.358,0.956,1.064,0.395,54.875,78.848,19.924,74.625,125.175,100.138,1.042,1.788
BXD62,46,100,68,19,37,142,0.021495908,6,63,48,12,12,148,0.103593156,0.166666667,0.089833333,0.064833333,0.012133333,0.001733333,0.002433333,0.109933333,0.748366667,0.0108,0.127666667,0.087933333,0.016666667,0.005033333,0.003133333,0.125233333,0.8365,0.008466667,0.004606927,0.00331131,0.00062019,8.94E-05,0.000123138,0.005629356,0.038368902,0.000554501,0.006519941,0.004496669,0.000853712,0.000254088,0.000161788,0.006406298,0.042779186,0.000434014,463.8333333,0.666666667,3.465,0.675,1.115,2.015,1.021666667,50.70833333,1129.36,586.6933333,2.0225,0.541666667,42.03652778,0.988194444,1.095694445,0.391527778,51.33513889,50.08236111,13.63972222,73.41055556,73.05986111,58.44875,0.848333333,1.473333333,583.6666667,0.946666667,3.593333333,0.89,1.463333333,1.92,1.27,43.41666667,1651.556667,1006.31,1.915,0.631666667,46.54,1.066666667,1.178333333,0.495,42.93166667,54.15833333,11.49333333,78.70666667,119.2983333,95.44,1.073333333,1.816666667,578,0.87,3.73,0.856666667,1.41,1.886666667,1.34,48.75,1696.606667,1270.126667,1.385,0.743333333,49.48277778,1.023333333,1.051666667,0.460555556,57.26944444,59.37388889,11.13722222,81.26444444,116.135,92.90722222,1.023333333,1.676666667,578.3333333,0.82,3.85,0.79,1.416666667,1.793333333,1.38,44.41666667,1660.326667,1258.073333,1.383333333,0.741666667,53.74666667,1.033333333,1.025,0.416666667,74.67833333,64.43333333,10.28333333,84.80833333,110.7883333,88.62833333,1.236666667,1.94
BXD64,27,78.5,59,15.5,27.5,166.5,0.009764859,6.5,85,57.5,16.5,23.5,122,0.16367346,0,0.108,0.0845,0.0111,0.0024,0.00295,0.131666667,1.053333333,0.0109,0.137333333,0.104433333,0.013466667,0.003466667,0.0027,0.144333333,1.026666667,0.0104,0.004523608,0.003540219,0.00046711,0.000100656,0.000120347,0.005527653,0.044181976,0.000457668,0.006077329,0.004622818,0.000589815,0.000153557,0.000117031,0.00632179,0.04448393,0.000456098,441.6666667,0.801666667,3.865,0.74,1.11,2.541666667,1.123333333,52.875,1659.638333,729.4733333,2.568333333,0.511666667,34.3125,1.0925,1.015277778,0.384166667,52.00194445,64.77666667,23.61555556,63.77916667,105.25,84.2,0.653333333,1.211666667,512.6666667,0.833333333,3.746666667,0.973333333,1.356666667,2.006666667,1.37,45.25,1292.406667,806.0033333,1.59,0.633333333,46.835,0.86,0.996666667,0.522777778,41.28722222,60.16111111,13.60277778,78.23944444,123.9172222,99.1311111,1.06,1.756666667,483.3333333,0.863333333,4,0.94,1.44,2.153333333,1.356666667,45.45666667,1726.326667,973.1133333,2.058333333,0.605,46.08166667,0.926666667,1.06,0.473333333,46.73166667,70.24666667,16.09,77.01,138.5566667,110.8466667,1.03,1.713333333,554.6666667,0.946666667,3.633333333,0.953333333,1.513333333,1.796666667,1.436666667,41.16666667,1419.493333,1242.436667,1.148333333,0.883333333,50.77833333,1.013333333,1.065,0.525,50.87166667,55.755,10.43166667,81.67333333,128.0416667,102.435,1.253333333,2.006666667
BXD66,32.5,64.5,46,10,58,146.5,0.02001141,43.5,80,52,14.5,37.5,154.5,0.019186653,0,0.1008,0.068,0.015,0.0026,0.001966667,0.12,1.018333333,0.012866667,0.143333333,0.106,0.016666667,0.004,0.002933333,0.164166667,0.732,0.0094,0.005296786,0.003572212,0.000776227,0.000134539,0.000100347,0.006349362,0.052848678,0.000638224,0.007134932,0.005290414,0.000811877,0.000197455,0.000150012,0.008269916,0.035176079,0.0004718,447.5,0.751666667,3.62,0.731666667,1.228333333,1.896666667,1.171666667,48.58333333,1455.328333,928.5683333,1.721666667,0.658333333,47.97083333,1.040833333,1.0525,0.405833333,61.5825,55.43666667,12.19083333,78.59916667,89.88666667,71.90916667,0.99,1.628333333,569.6666667,1.016666667,3.756666667,0.853333333,1.466666667,2.206666667,1.303333333,47.21,1275.423333,886.5033333,1.446666667,0.691666667,41.16666667,1.193333333,1.131666667,0.455,52.97166667,60.22666667,16.68333333,72.36166667,131.1833333,104.9433333,0.88,1.543333333,549.6666667,0.75,4.066666667,0.756666667,1.203333333,2.216666667,1.253333333,43.83333333,1612.633333,1241.266667,1.333333333,0.773333333,45.62166667,1.001666667,0.98,0.373333333,66.29,73,16.62833333,77.33666667,111.6833333,89.345,1.056666667,1.79,548,0.796666667,4.423333333,0.763333333,1.093333333,2.996666667,1.123333333,44.41666667,1456,1735.213333,0.863333333,1.24,32.32555556,1.045555556,0.976666667,0.344444444,47.11111111,88.93444444,35.05666667,60.74555556,133.6944444,106.9555556,0.73,1.373333333
BXD68,32,88,56,18,33,148,0.016469613,24,85,53,19,29,144,0.054878038,0,0.092666667,0.066733333,0.0134,0.00195,0.002,0.125566667,0.860766667,0.0139,0.11582,0.08512,0.015,0.00244,0.002325,0.15426,1.02284,0.00844,0.004803889,0.003453664,0.000696936,0.000098948,0.000106213,0.006496232,0.044521493,0.000707092,0.005918226,0.004348254,0.000766847,0.000125707,0.000118965,0.007886446,0.052310824,0.000432468,519.875,0.6475,3.7175,0.68875,0.98875,2.4975,0.98875,48.1725,1403.0475,1319.26625,1.16875,0.933125,32.958125,0.9475,1.004375,0.371875,43.4575,58.82875,22.533125,61.97875,81.66875,65.3375,0.68625,1.28875,614,0.754,3.884,0.758,1.234,2.256,1.088,46.3,1995.582,1361.214,1.545,0.7,42.257,0.997,1.136,0.392,43.842,65.686,18.06,73.404,103.342,82.673,0.918,1.594,593,0.734,4.078,0.748,1.112,2.666,1.12,44.45,1932.774,1189.444,2.018,0.636,34.332,1.008,1.003,0.374,47.048,73.049,27.076,63.307,112.589,90.071,0.78,1.436,564.2,0.75,4.222,0.738,1.048,2.994,0.966,45.9,2306.156,1668.974,1.42,0.752,29.136,1.028,1.094,0.35,31.21,79.656,35.208,55.999,116.429,93.144,0.634,1.224
BXD69,,,,,,,,,,,,,,,,0.084,0.057,0.012,0.0014,0.0022,0.09,0.774,0.008,,,,,,,,,0.004745763,0.003220339,0.000677966,0.0000791,0.000124294,0.005084746,0.043728814,0.000451977,,,,,,,,,581,0.91,3.15,0.84,1.34,1.65,1.07,65,1108.03,518.95,2.14,0.47,47.85,1.085,1.275,0.54,28.63,39.8,7.92,80.455,90.735,72.59,0.74,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,114.5,104,70,23.5,46.5,187.5,0.005728616,23,91,61,20,20,155,0.238319514,0.25,0.106,0.0718,0.0133,0.002866667,0.00225,0.125666667,1.12,0.0224,0.1186,0.0821,0.014833333,0.0032,0.003533333,0.141533333,0.892466667,0.008333333,0.004141857,0.002803971,0.000518867,0.00011141,8.35E-05,0.004916418,0.043713455,0.00085345,0.005455,0.003773222,0.000683955,0.000147086,0.000164075,0.006483311,0.040909032,0.000384842,474.1666667,0.736666667,3.71,0.718333333,1.076666667,2.293333333,0.991666667,48.625,1409.766667,918.2183333,1.5925,0.6625,38.54055556,1.038611111,1.0875,0.388055556,38.50638889,58.8325,19.03027778,68.67416667,91.13333333,72.90638889,0.8,1.42,607,0.906666667,3.756666667,0.903333333,1.326666667,2.093333333,1.343333333,39.08333333,1995.753333,1025.656667,1.943333333,0.523333333,44.57333333,1.01,0.985,0.485,49.08333333,60.62166667,15.12833333,76.08833333,125.2633333,100.2116667,1.15,1.96,494,0.786666667,3.836666667,0.846666667,1.156666667,2.486666667,1.113333333,41.58333333,1269.876667,789.15,1.651666667,0.62,35.23833333,0.931666667,1.048333333,0.441666667,30.89,63.47833333,22.31833333,65.095,113.1933333,90.55333333,0.846666667,1.566666667,570.3333333,0.793333333,3.953333333,0.813333333,1.203333333,2.34,1.23,44,1581.416667,972.6066667,1.596666667,0.686666667,40.91833333,0.979166667,0.981666667,0.416666667,51.9525,68.44416667,19.69333333,71.84666667,114.9241667,91.93916667,0.93,1.636666667
BXD71,,,,,,,0.011484377,,,,,,,0.027133939,0,0.106,0.0658,0.0146,0.0021,0.0019,0.1125,0.878,0.0045,0.13,0.0901,0.0195,0.0031,0.0081,0.135,0.998,0.0095,0.005492228,0.003409326,0.000756477,0.000108808,0.0000984,0.005829016,0.045492228,0.000233161,0.005963303,0.004133028,0.000894495,0.000142202,0.00037156,0.006192661,0.045779817,0.00043578,520.5,0.78,3.51,0.68,1.09,2.095,1.035,54.25,1161.43,977.365,1.265,0.81,40.69666667,1.161666667,1.048333334,0.39,52.915,51.395,15.37166667,71.325,83.10666667,66.485,0.75,1.315,562,0.97,3.6,0.88,1.46,1.68,1.61,40.5,1813.38,1324.67,1.37,0.73,53.23,1.115,0.905,0.485,84.655,54.275,8.16,84.965,120.365,96.295,1.31,2.1,442,0.9,4.05,0.81,1.19,2.46,1.19,47.25,1807.12,1039.71,1.74,0.58,39.185,1.12,1,0.395,47.755,71.985,21.465,70.17,130.63,104.505,0.83,1.49,399,0.63,4.35,0.59,1.05,2.95,0.88,45.75,1816.5,1236.53,1.47,0.68,32.075,1.07,1.215,0.27,49.245,85.25,33.685,60.495,94.625,75.695,0.7,1.32
BXD73,17,53.5,39,11.5,20,156,0.025070352,14,72.5,46.5,13,21.5,136,0.133476028,0.2,0.097666667,0.068833333,0.014,0.002633333,0.002333333,0.121666667,0.683333333,0.0099,0.1285,0.0923,0.015625,0.00425,0.002625,0.138475,0.85175,0.0071,0.005114308,0.003611702,0.000730349,0.000137083,0.00012497,0.006393798,0.036200399,0.000519182,0.007037927,0.005057708,0.000861785,0.000232432,0.000144633,0.007578632,0.046239033,0.000384382,500.1428571,0.73,3.98,0.75,1.077142857,2.43,1.114285714,52.51857143,1926.174286,1334.048571,1.444285714,0.737857143,38.84928571,0.972857143,0.978571429,0.38,48.73642857,69.85285714,21.13285714,69.59785714,104.3571429,83.48642857,0.742857143,1.33,524.75,0.7575,4.4475,0.74,1.205,2.875,1.0175,49,2350.3925,1738.995,1.655,0.77125,35.935,1.07875,1.24375,0.34125,37.74625,91.52125,33.61875,65.22125,126.57125,101.255,0.745,1.3525,512,0.7075,4.535,0.7425,1.165,2.9925,1.0075,51.25,2288.6575,1562.15,1.52625,0.68625,34.10875,0.955416667,1.173333333,0.330833333,34.74375,94.65083333,35.57416667,62.66333333,127.4033333,101.9208333,0.6875,1.2625,502.75,0.7925,4.46,0.7575,1.225,2.7,1.2075,53.4375,2053.4125,1545.8075,1.43875,0.764583333,39.53375,1.0475,1.02375,0.3425,59.38375,91.105,28.2075,69.30625,135.225,108.18125,0.75,1.3075
BXD74,96,94,67,16,40,153,0.031388119,14,109,76,18,33,110,0.253095167,0,0.10175,0.0724,0.01405,0.0022,0.00285,0.13065,0.989,0.01195,0.125,0.093,0.01295,0.00245,0.0023,0.1428,1.0035,0.01025,0.004679558,0.003327674,0.000646034,0.000101239,0.000131402,0.006000571,0.0454416,0.000549605,0.005655343,0.00420849,0.000585427,0.00011093,0.00010404,0.006458874,0.045399288,0.000463532,492.25,0.6925,3.4925,0.735,1.095,1.9125,1.09,51.8125,1030.7125,764.4275,1.3575,0.80625,45.54416667,0.964583333,1.02625,0.427083333,50.2175,51.0075,12.51291667,76.2,80.00083333,64.00041667,0.8725,1.4675,518.5,0.93,3.935,0.9,1.46,2.04,1.505,40.75,1290.755,812.25,1.61,0.65,48.2925,1.0425,0.98,0.4575,69.0075,67.5725,13.5025,80.09,136.8275,109.465,1.2,1.985,583,0.815,4.32,0.675,1.225,2.77,1.175,45.94,929.195,639.825,1.425,0.7,35.815,1.195,1.035,0.3125,75.035,84.15,28.8475,65.4075,122.75,98.1975,0.78,1.425,514.5,0.725,4.075,0.745,1.12,2.425,1.16,47.25,1258.67,1110.63,1.14,0.8825,40.4875,0.98,0.9875,0.3675,56.7125,73.49,20.945,71.6725,107.5325,86.0225,0.865,1.53
BXD75,30.5,101.5,71,22,18,169,0.017941183,15.5,108,77.5,24.5,19,145,0.061399136,0.166666667,0.0965,0.071333333,0.011333333,0.002233333,0.001666667,0.126466667,1.007,0.0071,0.14272,0.09912,0.0202,0.0033,0.00316,0.16896,1.1856,0.0089,0.004544819,0.003358662,0.000531038,0.000105035,0.0000785,0.005945938,0.047313432,0.000335571,0.006680005,0.004636745,0.000944663,0.000154038,0.00014803,0.007917442,0.055577778,0.000416716,495.8888889,0.761111111,3.764444444,0.708888889,1.046666667,2.634444444,0.935555556,52.11111111,1613.155556,1054.466667,1.727222222,0.663333333,30.1725,1.077222222,1.123611111,0.378611111,32.13333333,60.865,25.96444444,57.74638889,94.98555556,75.98888889,0.58,1.111111111,637.8,0.926,4.142,0.824,1.438,2.544,1.128,43.3,2946.292,2368.568,1.319,0.847,38.73233333,1.131,1.279666667,0.401,37.33333333,76.374,23.91233333,69.29266667,139.9536667,111.9633333,0.898,1.604,602.8,0.816,4.418,0.8,1.328,2.824,1.114,42.15,2157.79,1014.504,3.104,0.47,36.25366667,1.026333333,1.203,0.361666667,40.516,88.85833333,31.027,65.70466667,139.9963333,111.9956667,0.87,1.58,624,0.828,4.38,0.804,1.376,2.682,1.234,44,1946.364,1093.65,1.857,0.561,38.98266667,1.04,1.122,0.366,54.59333333,87.18666667,27.08533333,69.444,139.6473333,111.7153333,0.888,1.58
